Territory X Date,target,cases,Territory,Date,Continent
Solomon Islands X 3/6/20,0,0,Solomon Islands,3/6/2020,Oceania
Solomon Islands X 3/7/20,0,0,Solomon Islands,3/7/2020,Oceania
Solomon Islands X 3/8/20,0,0,Solomon Islands,3/8/2020,Oceania
Solomon Islands X 3/9/20,0,0,Solomon Islands,3/9/2020,Oceania
Solomon Islands X 3/10/20,0,0,Solomon Islands,3/10/2020,Oceania
Solomon Islands X 3/11/20,0,0,Solomon Islands,3/11/2020,Oceania
Solomon Islands X 3/12/20,0,0,Solomon Islands,3/12/2020,Oceania
Somalia X 1/22/20,0,0,Somalia,1/22/2020,Africa
Somalia X 1/23/20,0,0,Somalia,1/23/2020,Africa
Somalia X 1/24/20,0,0,Somalia,1/24/2020,Africa
Somalia X 1/25/20,0,0,Somalia,1/25/2020,Africa
Somalia X 1/26/20,0,0,Somalia,1/26/2020,Africa
Somalia X 1/27/20,0,0,Somalia,1/27/2020,Africa
Somalia X 1/28/20,0,0,Somalia,1/28/2020,Africa
Somalia X 1/29/20,0,0,Somalia,1/29/2020,Africa
Somalia X 1/30/20,0,0,Somalia,1/30/2020,Africa
Somalia X 1/31/20,0,0,Somalia,1/31/2020,Africa
Somalia X 2/1/20,0,0,Somalia,2/1/2020,Africa
Somalia X 2/2/20,0,0,Somalia,2/2/2020,Africa
Somalia X 2/3/20,0,0,Somalia,2/3/2020,Africa
Somalia X 2/4/20,0,0,Somalia,2/4/2020,Africa
Somalia X 2/5/20,0,0,Somalia,2/5/2020,Africa
Somalia X 2/6/20,0,0,Somalia,2/6/2020,Africa
Somalia X 2/7/20,0,0,Somalia,2/7/2020,Africa
Somalia X 2/8/20,0,0,Somalia,2/8/2020,Africa
Somalia X 2/9/20,0,0,Somalia,2/9/2020,Africa
Somalia X 2/10/20,0,0,Somalia,2/10/2020,Africa
Somalia X 2/11/20,0,0,Somalia,2/11/2020,Africa
Somalia X 2/12/20,0,0,Somalia,2/12/2020,Africa
Somalia X 2/13/20,0,0,Somalia,2/13/2020,Africa
Somalia X 2/14/20,0,0,Somalia,2/14/2020,Africa
Somalia X 2/15/20,0,0,Somalia,2/15/2020,Africa
Somalia X 2/16/20,0,0,Somalia,2/16/2020,Africa
Somalia X 2/17/20,0,0,Somalia,2/17/2020,Africa
Somalia X 2/18/20,0,0,Somalia,2/18/2020,Africa
Somalia X 2/19/20,0,0,Somalia,2/19/2020,Africa
Somalia X 2/20/20,0,0,Somalia,2/20/2020,Africa
Somalia X 2/21/20,0,0,Somalia,2/21/2020,Africa
Somalia X 2/22/20,0,0,Somalia,2/22/2020,Africa
Somalia X 2/23/20,0,0,Somalia,2/23/2020,Africa
Somalia X 2/24/20,0,0,Somalia,2/24/2020,Africa
Somalia X 2/25/20,0,0,Somalia,2/25/2020,Africa
Somalia X 2/26/20,0,0,Somalia,2/26/2020,Africa
Somalia X 2/27/20,0,0,Somalia,2/27/2020,Africa
Somalia X 2/28/20,0,0,Somalia,2/28/2020,Africa
Somalia X 2/29/20,0,0,Somalia,2/29/2020,Africa
Somalia X 3/1/20,0,0,Somalia,3/1/2020,Africa
Somalia X 3/2/20,0,0,Somalia,3/2/2020,Africa
Somalia X 3/3/20,0,0,Somalia,3/3/2020,Africa
Somalia X 3/4/20,0,0,Somalia,3/4/2020,Africa
Somalia X 3/5/20,0,0,Somalia,3/5/2020,Africa
Somalia X 3/6/20,0,0,Somalia,3/6/2020,Africa
Somalia X 3/7/20,0,0,Somalia,3/7/2020,Africa
Somalia X 3/8/20,0,0,Somalia,3/8/2020,Africa
Somalia X 3/9/20,0,0,Somalia,3/9/2020,Africa
Somalia X 3/10/20,0,0,Somalia,3/10/2020,Africa
Somalia X 3/11/20,0,0,Somalia,3/11/2020,Africa
Somalia X 3/12/20,0,0,Somalia,3/12/2020,Africa
South Africa X 1/22/20,0,0,South Africa,1/22/2020,Africa
South Africa X 1/23/20,0,0,South Africa,1/23/2020,Africa
South Africa X 1/24/20,0,0,South Africa,1/24/2020,Africa
South Africa X 1/25/20,0,0,South Africa,1/25/2020,Africa
South Africa X 1/26/20,0,0,South Africa,1/26/2020,Africa
South Africa X 1/27/20,0,0,South Africa,1/27/2020,Africa
South Africa X 1/28/20,0,0,South Africa,1/28/2020,Africa
South Africa X 1/29/20,0,0,South Africa,1/29/2020,Africa
South Africa X 1/30/20,0,0,South Africa,1/30/2020,Africa
South Africa X 1/31/20,0,0,South Africa,1/31/2020,Africa
South Africa X 2/1/20,0,0,South Africa,2/1/2020,Africa
South Africa X 2/2/20,0,0,South Africa,2/2/2020,Africa
South Africa X 2/3/20,0,0,South Africa,2/3/2020,Africa
South Africa X 2/4/20,0,0,South Africa,2/4/2020,Africa
South Africa X 2/5/20,0,0,South Africa,2/5/2020,Africa
South Africa X 2/6/20,0,0,South Africa,2/6/2020,Africa
South Africa X 2/7/20,0,0,South Africa,2/7/2020,Africa
South Africa X 2/8/20,0,0,South Africa,2/8/2020,Africa
South Africa X 2/9/20,0,0,South Africa,2/9/2020,Africa
South Africa X 2/10/20,0,0,South Africa,2/10/2020,Africa
South Africa X 2/11/20,0,0,South Africa,2/11/2020,Africa
South Africa X 2/12/20,0,0,South Africa,2/12/2020,Africa
South Africa X 2/13/20,0,0,South Africa,2/13/2020,Africa
South Africa X 2/14/20,0,0,South Africa,2/14/2020,Africa
South Africa X 2/15/20,0,0,South Africa,2/15/2020,Africa
South Africa X 2/16/20,0,0,South Africa,2/16/2020,Africa
South Africa X 2/17/20,0,0,South Africa,2/17/2020,Africa
South Africa X 2/18/20,0,0,South Africa,2/18/2020,Africa
South Africa X 2/19/20,0,0,South Africa,2/19/2020,Africa
South Africa X 2/20/20,0,0,South Africa,2/20/2020,Africa
South Africa X 2/21/20,0,0,South Africa,2/21/2020,Africa
South Africa X 2/22/20,0,0,South Africa,2/22/2020,Africa
South Africa X 2/23/20,0,0,South Africa,2/23/2020,Africa
South Africa X 2/24/20,0,0,South Africa,2/24/2020,Africa
South Africa X 2/25/20,0,0,South Africa,2/25/2020,Africa
South Africa X 2/26/20,0,0,South Africa,2/26/2020,Africa
South Africa X 2/27/20,0,0,South Africa,2/27/2020,Africa
South Africa X 2/28/20,0,0,South Africa,2/28/2020,Africa
South Africa X 2/29/20,0,0,South Africa,2/29/2020,Africa
South Africa X 3/1/20,0,0,South Africa,3/1/2020,Africa
South Africa X 3/2/20,0,0,South Africa,3/2/2020,Africa
South Africa X 3/3/20,0,0,South Africa,3/3/2020,Africa
South Africa X 3/4/20,0,0,South Africa,3/4/2020,Africa
South Africa X 3/5/20,0,1,South Africa,3/5/2020,Africa
South Africa X 3/6/20,0,1,South Africa,3/6/2020,Africa
South Africa X 3/7/20,0,1,South Africa,3/7/2020,Africa
South Africa X 3/8/20,0,3,South Africa,3/8/2020,Africa
South Africa X 3/9/20,0,3,South Africa,3/9/2020,Africa
South Africa X 3/10/20,0,7,South Africa,3/10/2020,Africa
South Africa X 3/11/20,0,13,South Africa,3/11/2020,Africa
South Africa X 3/12/20,0,17,South Africa,3/12/2020,Africa
South Sudan X 1/22/20,0,0,South Sudan,1/22/2020,Africa
South Sudan X 1/23/20,0,0,South Sudan,1/23/2020,Africa
South Sudan X 1/24/20,0,0,South Sudan,1/24/2020,Africa
South Sudan X 1/25/20,0,0,South Sudan,1/25/2020,Africa
South Sudan X 1/26/20,0,0,South Sudan,1/26/2020,Africa
South Sudan X 1/27/20,0,0,South Sudan,1/27/2020,Africa
South Sudan X 1/28/20,0,0,South Sudan,1/28/2020,Africa
South Sudan X 1/29/20,0,0,South Sudan,1/29/2020,Africa
South Sudan X 1/30/20,0,0,South Sudan,1/30/2020,Africa
South Sudan X 1/31/20,0,0,South Sudan,1/31/2020,Africa
South Sudan X 2/1/20,0,0,South Sudan,2/1/2020,Africa
South Sudan X 2/2/20,0,0,South Sudan,2/2/2020,Africa
South Sudan X 2/3/20,0,0,South Sudan,2/3/2020,Africa
South Sudan X 2/4/20,0,0,South Sudan,2/4/2020,Africa
South Sudan X 2/5/20,0,0,South Sudan,2/5/2020,Africa
South Sudan X 2/6/20,0,0,South Sudan,2/6/2020,Africa
South Sudan X 2/7/20,0,0,South Sudan,2/7/2020,Africa
South Sudan X 2/8/20,0,0,South Sudan,2/8/2020,Africa
South Sudan X 2/9/20,0,0,South Sudan,2/9/2020,Africa
South Sudan X 2/10/20,0,0,South Sudan,2/10/2020,Africa
South Sudan X 2/11/20,0,0,South Sudan,2/11/2020,Africa
South Sudan X 2/12/20,0,0,South Sudan,2/12/2020,Africa
South Sudan X 2/13/20,0,0,South Sudan,2/13/2020,Africa
South Sudan X 2/14/20,0,0,South Sudan,2/14/2020,Africa
South Sudan X 2/15/20,0,0,South Sudan,2/15/2020,Africa
South Sudan X 2/16/20,0,0,South Sudan,2/16/2020,Africa
South Sudan X 2/17/20,0,0,South Sudan,2/17/2020,Africa
South Sudan X 2/18/20,0,0,South Sudan,2/18/2020,Africa
South Sudan X 2/19/20,0,0,South Sudan,2/19/2020,Africa
South Sudan X 2/20/20,0,0,South Sudan,2/20/2020,Africa
South Sudan X 2/21/20,0,0,South Sudan,2/21/2020,Africa
South Sudan X 2/22/20,0,0,South Sudan,2/22/2020,Africa
South Sudan X 2/23/20,0,0,South Sudan,2/23/2020,Africa
South Sudan X 2/24/20,0,0,South Sudan,2/24/2020,Africa
South Sudan X 2/25/20,0,0,South Sudan,2/25/2020,Africa
South Sudan X 2/26/20,0,0,South Sudan,2/26/2020,Africa
South Sudan X 2/27/20,0,0,South Sudan,2/27/2020,Africa
South Sudan X 2/28/20,0,0,South Sudan,2/28/2020,Africa
South Sudan X 2/29/20,0,0,South Sudan,2/29/2020,Africa
South Sudan X 3/1/20,0,0,South Sudan,3/1/2020,Africa
South Sudan X 3/2/20,0,0,South Sudan,3/2/2020,Africa
South Sudan X 3/3/20,0,0,South Sudan,3/3/2020,Africa
South Sudan X 3/4/20,0,0,South Sudan,3/4/2020,Africa
South Sudan X 3/5/20,0,0,South Sudan,3/5/2020,Africa
South Sudan X 3/6/20,0,0,South Sudan,3/6/2020,Africa
South Sudan X 3/7/20,0,0,South Sudan,3/7/2020,Africa
South Sudan X 3/8/20,0,0,South Sudan,3/8/2020,Africa
South Sudan X 3/9/20,0,0,South Sudan,3/9/2020,Africa
South Sudan X 3/10/20,0,0,South Sudan,3/10/2020,Africa
South Sudan X 3/11/20,0,0,South Sudan,3/11/2020,Africa
South Sudan X 3/12/20,0,0,South Sudan,3/12/2020,Africa
Spain X 1/22/20,0,0,Spain,1/22/2020,Europe
Spain X 1/23/20,0,0,Spain,1/23/2020,Europe
Spain X 1/24/20,0,0,Spain,1/24/2020,Europe
Spain X 1/25/20,0,0,Spain,1/25/2020,Europe
Spain X 1/26/20,0,0,Spain,1/26/2020,Europe
Spain X 1/27/20,0,0,Spain,1/27/2020,Europe
Spain X 1/28/20,0,0,Spain,1/28/2020,Europe
Spain X 1/29/20,0,0,Spain,1/29/2020,Europe
Spain X 1/30/20,0,0,Spain,1/30/2020,Europe
Spain X 1/31/20,0,0,Spain,1/31/2020,Europe
Spain X 2/1/20,0,1,Spain,2/1/2020,Europe
Spain X 2/2/20,0,1,Spain,2/2/2020,Europe
Spain X 2/3/20,0,1,Spain,2/3/2020,Europe
Spain X 2/4/20,0,1,Spain,2/4/2020,Europe
Spain X 2/5/20,0,1,Spain,2/5/2020,Europe
Spain X 2/6/20,0,1,Spain,2/6/2020,Europe
Spain X 2/7/20,0,1,Spain,2/7/2020,Europe
Spain X 2/8/20,0,1,Spain,2/8/2020,Europe
Spain X 2/9/20,0,2,Spain,2/9/2020,Europe
Spain X 2/10/20,0,2,Spain,2/10/2020,Europe
Spain X 2/11/20,0,2,Spain,2/11/2020,Europe
Spain X 2/12/20,0,2,Spain,2/12/2020,Europe
Spain X 2/13/20,0,2,Spain,2/13/2020,Europe
Spain X 2/14/20,0,2,Spain,2/14/2020,Europe
Spain X 2/15/20,0,2,Spain,2/15/2020,Europe
Spain X 2/16/20,0,2,Spain,2/16/2020,Europe
Spain X 2/17/20,0,2,Spain,2/17/2020,Europe
Spain X 2/18/20,0,2,Spain,2/18/2020,Europe
Spain X 2/19/20,0,2,Spain,2/19/2020,Europe
Spain X 2/20/20,0,2,Spain,2/20/2020,Europe
Spain X 2/21/20,0,2,Spain,2/21/2020,Europe
Spain X 2/22/20,0,2,Spain,2/22/2020,Europe
Spain X 2/23/20,0,2,Spain,2/23/2020,Europe
Spain X 2/24/20,0,2,Spain,2/24/2020,Europe
Spain X 2/25/20,0,6,Spain,2/25/2020,Europe
Spain X 2/26/20,0,13,Spain,2/26/2020,Europe
Spain X 2/27/20,0,15,Spain,2/27/2020,Europe
Spain X 2/28/20,0,32,Spain,2/28/2020,Europe
Spain X 2/29/20,0,45,Spain,2/29/2020,Europe
Spain X 3/1/20,0,84,Spain,3/1/2020,Europe
Spain X 3/2/20,0,120,Spain,3/2/2020,Europe
Spain X 3/3/20,1,165,Spain,3/3/2020,Europe
Spain X 3/4/20,2,222,Spain,3/4/2020,Europe
Spain X 3/5/20,3,259,Spain,3/5/2020,Europe
Spain X 3/6/20,5,400,Spain,3/6/2020,Europe
Spain X 3/7/20,10,500,Spain,3/7/2020,Europe
Spain X 3/8/20,17,673,Spain,3/8/2020,Europe
Spain X 3/9/20,28,1073,Spain,3/9/2020,Europe
Spain X 3/10/20,35,1695,Spain,3/10/2020,Europe
Spain X 3/11/20,54,2277,Spain,3/11/2020,Europe
Spain X 3/12/20,55,2277,Spain,3/12/2020,Europe
Sri Lanka X 1/22/20,0,0,Sri Lanka,1/22/2020,Asia
Sri Lanka X 1/23/20,0,0,Sri Lanka,1/23/2020,Asia
Sri Lanka X 1/24/20,0,0,Sri Lanka,1/24/2020,Asia
Sri Lanka X 1/25/20,0,0,Sri Lanka,1/25/2020,Asia
Sri Lanka X 1/26/20,0,0,Sri Lanka,1/26/2020,Asia
Sri Lanka X 1/27/20,0,1,Sri Lanka,1/27/2020,Asia
Sri Lanka X 1/28/20,0,1,Sri Lanka,1/28/2020,Asia
Sri Lanka X 1/29/20,0,1,Sri Lanka,1/29/2020,Asia
Sri Lanka X 1/30/20,0,1,Sri Lanka,1/30/2020,Asia
Sri Lanka X 1/31/20,0,1,Sri Lanka,1/31/2020,Asia
Sri Lanka X 2/1/20,0,1,Sri Lanka,2/1/2020,Asia
Sri Lanka X 2/2/20,0,1,Sri Lanka,2/2/2020,Asia
Sri Lanka X 2/3/20,0,1,Sri Lanka,2/3/2020,Asia
Sri Lanka X 2/4/20,0,1,Sri Lanka,2/4/2020,Asia
Sri Lanka X 2/5/20,0,1,Sri Lanka,2/5/2020,Asia
Sri Lanka X 2/6/20,0,1,Sri Lanka,2/6/2020,Asia
Sri Lanka X 2/7/20,0,1,Sri Lanka,2/7/2020,Asia
Sri Lanka X 2/8/20,0,1,Sri Lanka,2/8/2020,Asia
Sri Lanka X 2/9/20,0,1,Sri Lanka,2/9/2020,Asia
Sri Lanka X 2/10/20,0,1,Sri Lanka,2/10/2020,Asia
Sri Lanka X 2/11/20,0,1,Sri Lanka,2/11/2020,Asia
Sri Lanka X 2/12/20,0,1,Sri Lanka,2/12/2020,Asia
Sri Lanka X 2/13/20,0,1,Sri Lanka,2/13/2020,Asia
Sri Lanka X 2/14/20,0,1,Sri Lanka,2/14/2020,Asia
Sri Lanka X 2/15/20,0,1,Sri Lanka,2/15/2020,Asia
Sri Lanka X 2/16/20,0,1,Sri Lanka,2/16/2020,Asia
Sri Lanka X 2/17/20,0,1,Sri Lanka,2/17/2020,Asia
Sri Lanka X 2/18/20,0,1,Sri Lanka,2/18/2020,Asia
Sri Lanka X 2/19/20,0,1,Sri Lanka,2/19/2020,Asia
Sri Lanka X 2/20/20,0,1,Sri Lanka,2/20/2020,Asia
Sri Lanka X 2/21/20,0,1,Sri Lanka,2/21/2020,Asia
Sri Lanka X 2/22/20,0,1,Sri Lanka,2/22/2020,Asia
Sri Lanka X 2/23/20,0,1,Sri Lanka,2/23/2020,Asia
Sri Lanka X 2/24/20,0,1,Sri Lanka,2/24/2020,Asia
Sri Lanka X 2/25/20,0,1,Sri Lanka,2/25/2020,Asia
Sri Lanka X 2/26/20,0,1,Sri Lanka,2/26/2020,Asia
Sri Lanka X 2/27/20,0,1,Sri Lanka,2/27/2020,Asia
Sri Lanka X 2/28/20,0,1,Sri Lanka,2/28/2020,Asia
Sri Lanka X 2/29/20,0,1,Sri Lanka,2/29/2020,Asia
Sri Lanka X 3/1/20,0,1,Sri Lanka,3/1/2020,Asia
Sri Lanka X 3/2/20,0,1,Sri Lanka,3/2/2020,Asia
Sri Lanka X 3/3/20,0,1,Sri Lanka,3/3/2020,Asia
Sri Lanka X 3/4/20,0,1,Sri Lanka,3/4/2020,Asia
Sri Lanka X 3/5/20,0,1,Sri Lanka,3/5/2020,Asia
Sri Lanka X 3/6/20,0,1,Sri Lanka,3/6/2020,Asia
Sri Lanka X 3/7/20,0,1,Sri Lanka,3/7/2020,Asia
Sri Lanka X 3/8/20,0,1,Sri Lanka,3/8/2020,Asia
Sri Lanka X 3/9/20,0,1,Sri Lanka,3/9/2020,Asia
Sri Lanka X 3/10/20,0,1,Sri Lanka,3/10/2020,Asia
Sri Lanka X 3/11/20,0,2,Sri Lanka,3/11/2020,Asia
Sri Lanka X 3/12/20,0,2,Sri Lanka,3/12/2020,Asia
St Martin X 1/22/20,0,0,St Martin,1/22/2020,North America
St Martin X 1/23/20,0,0,St Martin,1/23/2020,North America
St Martin X 1/24/20,0,0,St Martin,1/24/2020,North America
St Martin X 1/25/20,0,0,St Martin,1/25/2020,North America
St Martin X 1/26/20,0,0,St Martin,1/26/2020,North America
St Martin X 1/27/20,0,0,St Martin,1/27/2020,North America
St Martin X 1/28/20,0,0,St Martin,1/28/2020,North America
St Martin X 1/29/20,0,0,St Martin,1/29/2020,North America
St Martin X 1/30/20,0,0,St Martin,1/30/2020,North America
St Martin X 1/31/20,0,0,St Martin,1/31/2020,North America
St Martin X 2/1/20,0,0,St Martin,2/1/2020,North America
St Martin X 2/2/20,0,0,St Martin,2/2/2020,North America
St Martin X 2/3/20,0,0,St Martin,2/3/2020,North America
St Martin X 2/4/20,0,0,St Martin,2/4/2020,North America
St Martin X 2/5/20,0,0,St Martin,2/5/2020,North America
St Martin X 2/6/20,0,0,St Martin,2/6/2020,North America
St Martin X 2/7/20,0,0,St Martin,2/7/2020,North America
St Martin X 2/8/20,0,0,St Martin,2/8/2020,North America
St Martin X 2/9/20,0,0,St Martin,2/9/2020,North America
St Martin X 2/10/20,0,0,St Martin,2/10/2020,North America
St Martin X 2/11/20,0,0,St Martin,2/11/2020,North America
St Martin X 2/12/20,0,0,St Martin,2/12/2020,North America
St Martin X 2/13/20,0,0,St Martin,2/13/2020,North America
St Martin X 2/14/20,0,0,St Martin,2/14/2020,North America
St Martin X 2/15/20,0,0,St Martin,2/15/2020,North America
St Martin X 2/16/20,0,0,St Martin,2/16/2020,North America
St Martin X 2/17/20,0,0,St Martin,2/17/2020,North America
St Martin X 2/18/20,0,0,St Martin,2/18/2020,North America
St Martin X 2/19/20,0,0,St Martin,2/19/2020,North America
St Martin X 2/20/20,0,0,St Martin,2/20/2020,North America
St Martin X 2/21/20,0,0,St Martin,2/21/2020,North America
St Martin X 2/22/20,0,0,St Martin,2/22/2020,North America
St Martin X 2/23/20,0,0,St Martin,2/23/2020,North America
St Martin X 2/24/20,0,0,St Martin,2/24/2020,North America
St Martin X 2/25/20,0,0,St Martin,2/25/2020,North America
St Martin X 2/26/20,0,0,St Martin,2/26/2020,North America
St Martin X 2/27/20,0,0,St Martin,2/27/2020,North America
St Martin X 2/28/20,0,0,St Martin,2/28/2020,North America
St Martin X 2/29/20,0,0,St Martin,2/29/2020,North America
St Martin X 3/1/20,0,0,St Martin,3/1/2020,North America
St Martin X 3/2/20,0,0,St Martin,3/2/2020,North America
St Martin X 3/3/20,0,0,St Martin,3/3/2020,North America
St Martin X 3/4/20,0,0,St Martin,3/4/2020,North America
St Martin X 3/5/20,0,0,St Martin,3/5/2020,North America
St Martin X 3/6/20,0,0,St Martin,3/6/2020,North America
St Martin X 3/7/20,0,0,St Martin,3/7/2020,North America
St Martin X 3/8/20,0,0,St Martin,3/8/2020,North America
St Martin X 3/9/20,0,2,St Martin,3/9/2020,North America
St Martin X 3/10/20,0,2,St Martin,3/10/2020,North America
St Martin X 3/11/20,0,2,St Martin,3/11/2020,North America
St Martin X 3/12/20,0,2,St Martin,3/12/2020,North America
Sudan (the) X 1/22/20,0,0,Sudan (the),1/22/2020,Africa
Sudan (the) X 1/23/20,0,0,Sudan (the),1/23/2020,Africa
Sudan (the) X 1/24/20,0,0,Sudan (the),1/24/2020,Africa
Sudan (the) X 1/25/20,0,0,Sudan (the),1/25/2020,Africa
Sudan (the) X 1/26/20,0,0,Sudan (the),1/26/2020,Africa
Sudan (the) X 1/27/20,0,0,Sudan (the),1/27/2020,Africa
Sudan (the) X 1/28/20,0,0,Sudan (the),1/28/2020,Africa
Sudan (the) X 1/29/20,0,0,Sudan (the),1/29/2020,Africa
Sudan (the) X 1/30/20,0,0,Sudan (the),1/30/2020,Africa
Sudan (the) X 1/31/20,0,0,Sudan (the),1/31/2020,Africa
Sudan (the) X 2/1/20,0,0,Sudan (the),2/1/2020,Africa
Sudan (the) X 2/2/20,0,0,Sudan (the),2/2/2020,Africa
Sudan (the) X 2/3/20,0,0,Sudan (the),2/3/2020,Africa
Sudan (the) X 2/4/20,0,0,Sudan (the),2/4/2020,Africa
Sudan (the) X 2/5/20,0,0,Sudan (the),2/5/2020,Africa
Sudan (the) X 2/6/20,0,0,Sudan (the),2/6/2020,Africa
Sudan (the) X 2/7/20,0,0,Sudan (the),2/7/2020,Africa
Sudan (the) X 2/8/20,0,0,Sudan (the),2/8/2020,Africa
Sudan (the) X 2/9/20,0,0,Sudan (the),2/9/2020,Africa
Sudan (the) X 2/10/20,0,0,Sudan (the),2/10/2020,Africa
Sudan (the) X 2/11/20,0,0,Sudan (the),2/11/2020,Africa
Sudan (the) X 2/12/20,0,0,Sudan (the),2/12/2020,Africa
Sudan (the) X 2/13/20,0,0,Sudan (the),2/13/2020,Africa
Sudan (the) X 2/14/20,0,0,Sudan (the),2/14/2020,Africa
Sudan (the) X 2/15/20,0,0,Sudan (the),2/15/2020,Africa
Sudan (the) X 2/16/20,0,0,Sudan (the),2/16/2020,Africa
Sudan (the) X 2/17/20,0,0,Sudan (the),2/17/2020,Africa
Sudan (the) X 2/18/20,0,0,Sudan (the),2/18/2020,Africa
Sudan (the) X 2/19/20,0,0,Sudan (the),2/19/2020,Africa
Sudan (the) X 2/20/20,0,0,Sudan (the),2/20/2020,Africa
Sudan (the) X 2/21/20,0,0,Sudan (the),2/21/2020,Africa
Sudan (the) X 2/22/20,0,0,Sudan (the),2/22/2020,Africa
Sudan (the) X 2/23/20,0,0,Sudan (the),2/23/2020,Africa
Sudan (the) X 2/24/20,0,0,Sudan (the),2/24/2020,Africa
Sudan (the) X 2/25/20,0,0,Sudan (the),2/25/2020,Africa
Sudan (the) X 2/26/20,0,0,Sudan (the),2/26/2020,Africa
Sudan (the) X 2/27/20,0,0,Sudan (the),2/27/2020,Africa
Sudan (the) X 2/28/20,0,0,Sudan (the),2/28/2020,Africa
Sudan (the) X 2/29/20,0,0,Sudan (the),2/29/2020,Africa
Sudan (the) X 3/1/20,0,0,Sudan (the),3/1/2020,Africa
Sudan (the) X 3/2/20,0,0,Sudan (the),3/2/2020,Africa
Sudan (the) X 3/3/20,0,0,Sudan (the),3/3/2020,Africa
Sudan (the) X 3/4/20,0,0,Sudan (the),3/4/2020,Africa
Sudan (the) X 3/5/20,0,0,Sudan (the),3/5/2020,Africa
Sudan (the) X 3/6/20,0,0,Sudan (the),3/6/2020,Africa
Sudan (the) X 3/7/20,0,0,Sudan (the),3/7/2020,Africa
Sudan (the) X 3/8/20,0,0,Sudan (the),3/8/2020,Africa
Sudan (the) X 3/9/20,0,0,Sudan (the),3/9/2020,Africa
Sudan (the) X 3/10/20,0,0,Sudan (the),3/10/2020,Africa
Sudan (the) X 3/11/20,0,0,Sudan (the),3/11/2020,Africa
Sudan (the) X 3/12/20,0,0,Sudan (the),3/12/2020,Africa
Suriname X 1/22/20,0,0,Suriname,1/22/2020,South America
Suriname X 1/23/20,0,0,Suriname,1/23/2020,South America
Suriname X 1/24/20,0,0,Suriname,1/24/2020,South America
Suriname X 1/25/20,0,0,Suriname,1/25/2020,South America
Suriname X 1/26/20,0,0,Suriname,1/26/2020,South America
Suriname X 1/27/20,0,0,Suriname,1/27/2020,South America
Suriname X 1/28/20,0,0,Suriname,1/28/2020,South America
Suriname X 1/29/20,0,0,Suriname,1/29/2020,South America
Suriname X 1/30/20,0,0,Suriname,1/30/2020,South America
Suriname X 1/31/20,0,0,Suriname,1/31/2020,South America
Suriname X 2/1/20,0,0,Suriname,2/1/2020,South America
Suriname X 2/2/20,0,0,Suriname,2/2/2020,South America
Suriname X 2/3/20,0,0,Suriname,2/3/2020,South America
Suriname X 2/4/20,0,0,Suriname,2/4/2020,South America
Suriname X 2/5/20,0,0,Suriname,2/5/2020,South America
Suriname X 2/6/20,0,0,Suriname,2/6/2020,South America
Suriname X 2/7/20,0,0,Suriname,2/7/2020,South America
Suriname X 2/8/20,0,0,Suriname,2/8/2020,South America
Suriname X 2/9/20,0,0,Suriname,2/9/2020,South America
Suriname X 2/10/20,0,0,Suriname,2/10/2020,South America
Suriname X 2/11/20,0,0,Suriname,2/11/2020,South America
Suriname X 2/12/20,0,0,Suriname,2/12/2020,South America
Suriname X 2/13/20,0,0,Suriname,2/13/2020,South America
Suriname X 2/14/20,0,0,Suriname,2/14/2020,South America
Suriname X 2/15/20,0,0,Suriname,2/15/2020,South America
Suriname X 2/16/20,0,0,Suriname,2/16/2020,South America
Suriname X 2/17/20,0,0,Suriname,2/17/2020,South America
Suriname X 2/18/20,0,0,Suriname,2/18/2020,South America
Suriname X 2/19/20,0,0,Suriname,2/19/2020,South America
Suriname X 2/20/20,0,0,Suriname,2/20/2020,South America
Suriname X 2/21/20,0,0,Suriname,2/21/2020,South America
Suriname X 2/22/20,0,0,Suriname,2/22/2020,South America
Suriname X 2/23/20,0,0,Suriname,2/23/2020,South America
Suriname X 2/24/20,0,0,Suriname,2/24/2020,South America
Suriname X 2/25/20,0,0,Suriname,2/25/2020,South America
Suriname X 2/26/20,0,0,Suriname,2/26/2020,South America
Suriname X 2/27/20,0,0,Suriname,2/27/2020,South America
Suriname X 2/28/20,0,0,Suriname,2/28/2020,South America
Suriname X 2/29/20,0,0,Suriname,2/29/2020,South America
Suriname X 3/1/20,0,0,Suriname,3/1/2020,South America
Suriname X 3/2/20,0,0,Suriname,3/2/2020,South America
Suriname X 3/3/20,0,0,Suriname,3/3/2020,South America
Suriname X 3/4/20,0,0,Suriname,3/4/2020,South America
Suriname X 3/5/20,0,0,Suriname,3/5/2020,South America
Suriname X 3/6/20,0,0,Suriname,3/6/2020,South America
Suriname X 3/7/20,0,0,Suriname,3/7/2020,South America
Suriname X 3/8/20,0,0,Suriname,3/8/2020,South America
Suriname X 3/9/20,0,0,Suriname,3/9/2020,South America
Suriname X 3/10/20,0,0,Suriname,3/10/2020,South America
Suriname X 3/11/20,0,0,Suriname,3/11/2020,South America
Suriname X 3/12/20,0,0,Suriname,3/12/2020,South America
Sweden X 1/22/20,0,0,Sweden,1/22/2020,Europe
Sweden X 1/23/20,0,0,Sweden,1/23/2020,Europe
Sweden X 1/24/20,0,0,Sweden,1/24/2020,Europe
Sweden X 1/25/20,0,0,Sweden,1/25/2020,Europe
Sweden X 1/26/20,0,0,Sweden,1/26/2020,Europe
